3Alpha_Code,Taxonomic_Code,Name_en,Scientific_Name
YJB,1708800109,,Pogonophryne albipinna
YJC,1708800110,,Pogonophryne cerebropogon
YJI,1708800111,,Pogonophryne immaculata
YJO,1708800112,,Pogonophryne lanceobarbata
YJM,1708800113,,Pogonophryne mentella
YJV,1708800114,,Pogonophryne ventrimaculata
POG,17088001XX,,Pogonophryne spp
AZT,1708800201,,Artedidraco mirus
ADK,1708800202,,Artedidraco skottsbergi
ADZ,1708800203,,Artedidraco glareobarbatus
AWN,1708800204,,Artedidraco loennbergi
AWO,1708800205,,Artedidraco orianae
AWS,1708800206,,Artedidraco shackletoni
ART,17088002XX,,Artedidraco spp
DLL,1708800301,,Dolloidraco longedorsalis
HIV,1708800601,,Histiodraco velifer
PLF,17088XXXXX,Barbeled plunderfishes nei,Artedidraconidae
LAJ,1708900101,,Callanthias japonicus
GMC,1708900201,Long-tailed groppo,Grammatonotus crosnieri
ENH,1709000101,Barred seabass,Centrarchops chapini
DNP,1709000201,Lampfish,Dinoperca petersi
BVE,1709100101,,Bovichtus elongatus
PFP,1709100201,,Pseudaphritis porosus
BVG,1709100301,Channel bull blenny,Cottoperca gobio
AEM,1709200101,Longfin icedevil,Aethotaxis mitopteryx
YOQ,1709200201,Pithead,Cryothenia peninsulae
GZV,1709200301,Naked-head toothfish,Gvozdarus svetovidovi
BLP,1709200702,Patagonian blennie,Eleginops maclovinus
TOA,1709201501,Antarctic toothfish,Dissostichus mawsoni
TOP,1709201502,Patagonian toothfish,Dissostichus eleginoides
TOT,17092015XX,Antarctic toothfishes nei,Dissostichus spp
NOR,1709201902,Marbled rockcod,Notothenia rossii
NOG,1709201903,Humped rockcod,Notothenia gibberifrons
NON,1709201904,Yellowbelly rockcod,Notothenia neglecta
NOS,1709201906,Grey rockcod,Notothenia squamifrons
NOC,1709201909,Black rockcod,Notothenia coriiceps
NOK,1709201910,Striped-eyed rockcod,Notothenia kempi
NOA,1709201911,Triangular rockcod,Notothenia acuta
NOF,1709201912,Narrowhead rockcod,Notothenia angustifrons
NYH,1709201915,Blue rockcod,Notothenia cyanobrancha
NYM,1709201916,Lobe-lip notothen,Notothenia marionensis
NXO,17092019XX,Notothenia nei,Notothenia spp
NOM,1709240001,Magellanic rockcod,Paranotothenia magellanica
NHG,1709240002,Maori chief,Paranotothenia angustata
NHJ,1709240003,Black cod,Paranotothenia microlepidota
NHQ,1709240004,,Paranotothenia dewitti
NHY,17092400XX,Paranotothenia nei,Paranotothenia spp
NOL,1709243001,Painted notie,Nototheniops larseni
NOD,1709243002,Yellowfin notie,Nototheniops nudifrons
NOZ,1709243003,Toad notie,Nototheniops mizops
NNY,1709243004,,Nototheniops nybelini
NOT,1709244001,Patagonian rockcod,Patagonotothen brevicauda
PAT,1709244002,Longtail Southern cod,Patagonotothen ramsayi
GTT,1709244003,,Patagonotothen tessellata
GHP,1709244004,Yellowfin notothen,Patagonotothen guntheri
GTX,17092440XX,Patagonotothen nei,Patagonotothen spp
TRL,1709244801,Blunt scalyhead,Trematomus eulepidotus
ERN,1709244802,Emerald rockcod,Trematomus bernacchii
PTC,1709244803,Sharp-spined notothenia,Trematomus pennellii
TRD,1709244804,Slender scalyhead,Trematomus lepidorhinus
TLO,1709244805,Scaly rockcod,Trematomus loennbergii
TRW,1709244806,Dusky rockcod,Trematomus newnesi
TRN,1709244807,Spotted notothen,Trematomus nicolai
TRM,1709244808,Crowned rockcod,Trematomus scotti
TTK,1709244809,Bigeye notothen,Trematomus tokarevi
TMW,1709244810,Orange notothen,Trematomus vicarius
TRT,17092448XX,Trematomus nei,Trematomus spp
TRH,1709252901,Striped rockcod,Pagothenia hansoni
GTO,1709252903,Bald notothen,Pagothenia borchgrevinki
PAB,1709252904,Stocky rockcod,Pagothenia brachysoma
PGT,17092529XX,Pagothenia nei,Pagothenia spp
ANS,1709253501,Antarctic silverfish,Pleuragramma antarcticum
NOX,17092XXXXX,"Antarctic rockcods, noties nei",Nototheniidae
AKN,1709300101,,Akarotaxis nudiceps
BDN,1709300201,,Bathydraco antarcticus
BDJ,1709300202,Deep-water dragon,Bathydraco marri
BDH,1709300203,,Bathydraco macrolepis
BFD,1709300204,,Bathydraco scotiae
MDR,1709300301,Mawson's dragonfish,Cygnodraco mawsoni
GEA,1709300401,,Gerlachea australis
GDR,1709300501,Ploughfish,Gymnodraco acuticeps
PEV,1709300601,,Prionodraco evansii
PSR,1709300701,,Psilodraco breviceps
DWA,1709300801,,Acanthodraco dewitti
VOI,1709301001,,Vomeridens infuscipinnis
PGE,1709345201,,Parachaenichthys georgianus
PCH,1709345202,,Parachaenichthys charcoti
PWH,17093452XX,,Parachaenichthys spp
RGG,1709353001,,Racovitzia glacialis
BQY,17093XXXXX,Dragonfishes nei,Bathydraconidae
CHW,1709400101,,Chionobathyscus dewitti
FIC,1709400201,Long-fingered icefish,Cryodraco antarcticus
ICK,1709400202,,Cryodraco atkinsoni
YDB,17094002XX,,Cryodraco spp
DAH,1709400301,,Dacodraco hunteri
JIC,1709400901,Jonah's icefish,Neopagetopsis ionah
PMA,1709401001,,Pagetopsis macropterus
PZS,1709401002,,Pagetopsis maculatus
PZK,17094010XX,,Pagetopsis spp
SSI,1709441601,Blackfin icefish,Chaenocephalus aceratus
ANI,1709441701,Mackerel icefish,Champsocephalus gunnari
CES,1709441702,Pike icefish,Champsocephalus esox
SGI,1709441801,South Georgia icefish,Pseudochaenichthys georgianus
KIF,1709446601,Ocellated icefish,Chionodraco rastrospinosus
TIC,1709446602,,Chionodraco hamatus
MIC,1709446603,Myers' icefish,Chionodraco myersi
LIC,1709447001,Unicorn icefish,Channichthys rhinoceratus
WIC,1709448001,Spiny icefish,Chaenodraco wilsoni
ICX,17094XXXXX,Crocodile icefishes nei,Channichthyidae
DEB,1709500101,Pennyfish,Denariusa bandata
GCF,1709500201,,Gymnochanda filamentosa
DXP,1709500301,,Paradoxodacna piratica
BSY,1709500401,High-finned glass perchlet,Parambassis altipinnis
TMJ,1709500501,Four-spined glass perchlet,Tetracentrum apogonoides
MBG,1709509301,Bald glassy,Ambassis gymnocephalus
MBJ,1709509302,,Ambassis jacksoniensis
MBN,1709509303,Slender glassy,Ambassis natalensis
MSE,1709509304,,Ambassis commersoni
MBR,1709509305,Longspine glassy,Ambassis productus
HNN,1709517001,Elongate glass-perchlet,Chanda nama
AIB,17095XXXXX,Glassfishes,Ambassidae
BFC,1709600101,,Brephostoma carpenteri
FLB,1709600201,,Florenciella lugubris
IIC,1709600301,,Microichthys coccoi
OBU,1709600401,,Rosenblattia robusta
FYB,1709600501,,Sphyraenops bairdianus
EPI,1709637301,Black cardinal fish,Epigonus telescopus
EGD,1709637302,Pencil cardinal,Epigonus denticulatus
EGC,1709637303,,Epigonus constanciae
EGR,1709637304,Robust cardinalfish,Epigonus robustus
EGV,1709637305,,Epigonus crassicaudus
CDL,17096373XX,Cardinal fishes nei,Epigonus spp
HGI,1709700501,Magellan plunderfish,Harpagifer bispinis
HGW,1709700502,Antarctic spiny plunderfish,Harpagifer antarcticus
HBG,1709700503,S. Georgia spiny plunderfish,Harpagifer georgianus
HFX,17097XXXXX,Spiny plunderfishes nei,Harpagiferidae
LLE,1709852001,Beachsalmon,Leptobrama muelleri
PRC,170XXXXXXX,Percoids nei,Percoidei
CAA,1710200101,Atlantic wolffish,Anarhichas lupus
CAB,1710200102,Northern wolffish,Anarhichas denticulatus
CAS,1710200103,Spotted wolffish,Anarhichas minor
CAT,17102001XX,Wolffishes(=Catfishes) nei,Anarhichas spp
NAC,1710200201,Wolf-eel,Anarrhichthys ocellatus
BMF,1710300101,Alaskan ronquil,Bathymaster caeruleofasciatus
RLY,1710300201,Stripefin ronquil,Rathbunella hypoplecta
RQJ,1710300301,Northern ronquil,Ronquilus jordani
AKM,1711000101,Pighead prickleback,Acantholumpenus mackayi
LTU,1711000201,Stone cockscomb,Alectrias alectrolophus
RIU,1711000301,Lesser prickleback,Alectridium aurantiacum
LMH,1711000401,Y-prickleback,Allolumpenus hypochromus
AIR,1711000501,,Anisarchus macrops
NPU,1711000601,High cockscomb,Anoplarchus purpurescens
AKV,1711000701,,Askoldia variegata
BZJ,1711000801,Pearly prickleback,Bryozoichthys marjorius
CVI,1711000901,Monkeyface prickleback,Cebidichthys violaceus
HIN,1711001001,Mosshead warbonnet,Chirolophis nugator
DCE,1711001101,,Dictyosoma burgeri
EGH,1711001201,,Ernogrammus hexagrammus
ELW,1711001301,,Eulophias owashii
EMR,1711001401,Fourline snakeblenny,Eumesogrammus praecisus
GMI,1711001501,Trident prickleback,Gymnoclinus cristulatus
LMR,1711001601,Longsnout prickleback,Lumpenella longirostris
LMV,1711001701,,Lumpenopsis pavlenkoi
LMJ,1711001801,Slender eelblenny,Lumpenus fabricii
NLU,1711001901,,Neolumpenus unocellatus
NZN,1711002001,,Neozoarces steindachneri
OID,1711002101,,Opisthocentrus dybowskii
PIK,1711002201,Ribbon prickleback,Phytichthys chirus
PVD,1711002301,Bluebarred prickleback,Plectobranchus evides
OCR,1711002401,Whitebarred prickleback,Poroclinus rothrocki
SXL,1711002501,,Stichaeopsis epallax
TIN,1711002601,,Stichaeopsis nana
TIW,1711002701,,Stichaeus grigorjewi
UVS,1711002801,Radiated shanny,Ulvaria subbifurcata
XFA,1711002901,Black prickleback,Xiphister atropurpureus
ZOG,1711003001,,Zoarchias glaber
OFV,1711100101,Penpoint gunnel,Apodichthys flavidus
RYD,1711100201,Stippled gunnel,Rhodymenichthys dolichogaster
UVA,1711100301,Kelp gunnel,Ulvicola sanctaerosae
XPF,1711100401,Rockweed gunnel,Xererpes fucorum
EDN,1711101401,Tidepool gunnel,Enedrias nebulosus
FGN,1711101901,Rock gunnel,Pholis gunnellus
PJG,1711405501,Quillfish,Ptilichthys goodei
AKZ,1711500201,,Aiakas zinorum
AVP,1711500301,,Andriashevia aptera
ELP,1711500401,Eelpout,Zoarces viviparus
AYZ,1711500501,,Austrolycus depressiceps
BIN,1711500601,,Bilabria ornata
BCF,1711500701,,Bothrocarina microcephala
CFA,1711500801,,Crossostomus fasciatus
DAJ,1711500901,,Dadyanos insignis
DJA,1711501001,,Davidijordania abei
DEE,1711501101,Cuskpout,Derepodichthys alepidotus
OPT,1711501202,Ocean pout,Macrozoarces americanus
DYE,1711501301,,Dieidolycus leptodermatus
EUK,1711501401,Persimmon eelpout,Eucryphycus californicus
EXD,1711501501,,Exechodontes daidaleus
GYK,1711501601,,Gymnelopsis brashnikovi
HDI,1711501701,,Hadropareia middendorffii
HDL,1711501801,,Hadropogonichthys lindbergi
ILB,1711501901,,Iluocoetes fimbriatus
KRU,1711502001,,Krusensterniella maculata
LEL,1711502101,,Letholycus magellanicus
LCG,1711502301,,Lycodonus flagellicauda
LCD,1711502401,,Lycodes adolfi
LCT,1711502402,Arctic eelpout,Lycodes reticulatus
LXK,1711502403,Greater eelpout,Lycodes esmarkii
ELZ,17115024XX,Eelpouts,Lycodes spp
LYV,1711502501,,Lycenchelys brevimaxillaris
YCV,1711502502,Wolf eelpout,Lycenchelys verrillii
LWY,1711502503,,Lycenchelys antarctica
LWB,1711502504,,Lycenchelys bellingshauseni
LZY,17115025XX,,Lycenchelys spp
GHE,1711502701,Halfbarred pout,Gymnelus hemifasciatus
BOL,1711503101,,Bothrocara alalongum
LYK,1711503201,,Lycodapus derjugini
LYZ,1711503202,,Lycodapus antarcticus
LVP,1711503203,Stout slipskin,Lycodapus pachysoma
LXY,17115032XX,,Lycodapus spp
LCJ,1711503501,,Lycogrammoides schmidti
LNA,1711503601,Bearded eelpout,Lyconema barbatum
LZG,1711503701,,Lycozoarces regani
LCN,1711504001,,Lycodichthys antarcticus
LZB,1711504002,,Lycodichthys dearborni
TZL,1711504301,Looseskin eelpout,Taranetzella lyoderma
MNU,1711505001,,Maynea puncta
MTC,1711506101,Atlantic soft pout,Melanostigma atlanticum
MWG,1711506102,Limp eelpout,Melanostigma gelatinosum
MEL,17115061XX,,Melanostigma spp
NBE,1711506201,,Nalbantichthys elongatus
NLS,1711506301,,Notolycodes schmidti
OIB,1711506401,,Oidiphorus brevis
OPG,1711506501,,Opaeophacus acrogeneius
LYA,1711506601,,Ophthalmolycus amberensis
OHF,1711506602,,Ophthalmolycus bothriocephalus
OHZ,17115066XX,,Ophthalmolycus spp
PHB,1711506801,,Pachycara brachycephalum
QBG,1711506802,,Pachycara crassiceps
QBH,1711506803,,Pachycara crossacanthum
PWR,17115068XX,,Pachycara spp
HUL,1711506901,,Phucocoetes latitans
DUR,1711507001,,Piedrabuenia ringueleti
LSH,1711507101,,Plesienchelys stehmanni
GOE,1711507201,,Pogonolycus elegans
PZG,1711507301,,Puzanovia virgata
EYF,1711507401,,Seleniolycus laevifasciatus
TES,1711507601,,Thermarces cerberus
LVD,17115XXXXX,Eelpouts nei,Zoarcidae
YTD,1711800101,Graveldiver,Scytalina cerdale
ZAS,1711900101,Prowfish,Zaprora silenus
RTL,1712300101,Dwarf wrymouth,Cryptacanthodes aleutensis
RTI,1712300201,,Cryptacanthoides bergi
PAS,1720400204,Pacific sandlance,Ammodytes personatus
ABZ,1720400205,Small sandeel,Ammodytes tobianus
AVM,1720400206,American sand lance,Ammodytes americanus
BKG,1720400207,Gill's sand lance,Ammodytes gilli
QLH,1720400208,Lesser sand-eel,Ammodytes marinus
SAN,17204002XX,Sandeels(=Sandlances) nei,Ammodytes spp
YTE,1720400301,Scaly sandlance,Ammodytoides renniei
GMP,1720400501,Cape sandlance,Gymnammodytes capensis
ZGC,1720400502,Mediterranean sand eel,Gymnammodytes cicerelus
ZGS,1720400503,Smooth sandeel,Gymnammodytes semisquamatus
ZGX,17204005XX,Gymnammodytes sandeels nei,Gymnammodytes spp
YEI,1720400601,Greater sand-eel,Hyperoplus immaculatus
YEZ,1720400602,Great sandeel,Hyperoplus lanceolatus
XOX,17204XXXXX,Sandlances nei,Ammodytidae
MPY,1720600101,,Champsodon snyderi
NBF,1720600102,Gaper,Champsodon capensis
MDG,1720700101,,Chiasmodon bolangeri
CVN,1720700102,Black swallower,Chiasmodon niger
DYK,1720700201,,Dysalotus alcocki
KAI,1720700301,,Kali indica
UDI,1720700401,,Pseudoscopelus altipinnis
NHT,1720800101,,Acanthaphritis barbata
BMQ,1720800201,Duckbill flathead,Bembrops anatirostris
DKT,1720800202,Roundtail duckbill,Bembrops greyi
DKU,1720800203,Squaretail duckbill,Bembrops heterurus
CJH,1720800301,,Chrionema chlorotaenia
HRO,1720800401,,Hemerocoetes artus
OOE,1720800501,,Osopsaron natalensis
TSV,1720800601,,Pteropsaron evolans
FLA,1720820201,Brazilian flathead,Percophis brasiliensis
JIX,17208XXXXX,Duckbills nei,Percophidae
IHV,1720900101,Torrent fish,Cheimarrichthys fosteri
KOF,1720900201,,Kochichthys flavofasciata
ROJ,1720900501,Pacific sandperch,Prolatilus jugularis
UPN,1720900601,Namorado sandperch,Pseudopercis numida
UPR,1720900602,Argentinian sandperch,Pseudopercis semifasciata
UYX,17209006XX,,Pseudopercis spp
NEB,1720919602,New Zealand blue cod,Parapercis colias
RPI,1720919603,U-mark sandperch,Parapercis snyderi
QZO,1720919604,Whitespot sandsmelt,Parapercis alboguttata
QZN,1720919605,Latticed sandperch,Parapercis clathrata
QZM,1720919606,Speckled sandperch,Parapercis hexophtalma
QZL,1720919607,Barred sandperch,Parapercis nebulosa
QZK,1720919608,Smallscale grubfish,Parapercis robinsoni
PJR,1720928801,Brazilian sandperch,Pinguipes brasilianus
JPC,1720928802,Chilean sandperch,Pinguipes chilensis
TFI,1721000101,,Trichonotus filamentosus
TKK,1721000102,,Trichonotus nikii
QGV,1721000103,Spotted sand-diver,Trichonotus setiger
QGW,1721000104,Arabian sand diver,Trichonotus arabicus
OCV,1721100102,Longfin burrower,Apodocreedia vanderhorsti
CXN,1721100201,Sand dart,Chalixodytes chameleontoculis
IMD,1721100301,,Limnichthys donaldsoni
TWC,1721100401,,Tewara cranwellae
WEG,1721201002,Greater weever,Trachinus draco
TOZ,1721201003,Lesser weever,Trachinus vipera
TZA,1721201004,Spotted weever,Trachinus araneus
TZR,1721201005,Starry weever,Trachinus radiatus
WVW,1721201006,Guinean weever,Trachinus armatus
WVZ,1721201007,Sailfin weever,Trachinus collignoni
WWA,1721201008,Striped weever,Trachinus lineolatus
WWB,1721201009,Cape Verde weever,Trachinus pellegrini
WEX,17212010XX,Weevers nei,Trachinus spp
TRA,17212XXXXX,Weeverfishes nei,Trachinidae
UAG,1721300101,Northern stargazer,Astroscopus guttatus
UGM,1721300201,Spotted stargazer,Genyagnus monopterygius
UIB,1721300301,Fringed stargazer,Ichthyscopus barbatus
UKA,1721300401,Lancer stargazer,Kathetostoma albigutta
UPD,1721300501,,Pleuroscopus pseudodorsalis
USQ,1721300601,,Selenoscopus turbisquamatus
UXA,1721300701,,Xenocephalus armatus
UUJ,1721335201,,Uranoscopus japonicus
UUC,1721335202,Stargazer,Uranoscopus scaber
UIZ,1721335203,Longspine stargazer,Uranoscopus albesca
UJB,1721335204,West African stargazer,Uranoscopus cadenati
UJC,1721335205,Whitespotted stargazer,Uranoscopus polli
UCZ,1721335206,Dollfus' stargazer,Uranoscopus dollfusi
UCY,1721335207,,Uranoscopus guttatus
URA,17213352XX,Stargazers,Uranoscopus spp
STZ,1721348401,Giant stargazer,Kathetostoma giganteum
VYX,17213XXXXX,Stargazers nei,Uranoscopidae
RAK,1721400101,Slender stargazer,Crapatalus angusticeps
LEY,1721400201,Estuary stargazer,Leptoscopus macropygus
TDC,1727200101,Pacific sandfish,Trichodon trichodon
JAS,1727210301,Japanese sandfish,Arctoscopus japonicus
BNJ,1732000101,Throat-spine gudgeon,Belobranchus belobranchus
BCZ,1732000201,Barred gudgeon,Bostrichthys zonatus
BWS,1732000202,Four-eyed sleeper,Bostrychus sinensis
UKP,1732000301,,Bunaka pinguis
UTB,1732000401,Duckbill sleeper,Butis butis
UMG,1732000501,Tailface sleeper,Calumia godeffroyi
OUY,1732000802,,Bostrychus africanus
DOM,1732000901,Pacific fat sleeper,Dormitator latifrons
DMM,1732000902,Fat sleeper,Dormitator maculatus
DOH,1732000903,,Dormitator lebretonis
DZZ,1732001001,,Eleotris senegalensis
EOF,1732001002,Dusky sleeper,Eleotris fusca
EOP,1732001003,Spotted sleeper,Eleotris picta
EOV,1732001004,,Eleotris vittata
EOS,1732001101,Emerald sleeper,Erotelis smaragdus
GHR,1732001201,Graham's gudgeon,Grahamichthys radiata
GUV,1732001301,,Guavina guavina
HYG,1732001401,,Hypseleotris agilis
HYJ,1732001402,Slender gudgeon,Hypseleotris ejuncida
INM,1732001501,,Incara multisquamatus
KIH,1732001601,Mitchell gudgeon,Kimberleyeleotris hutchinsi
KRK,1732001701,,Kribia kribensis
MEV,1732001801,Cave gudgeon,Milyeringa veritas
ODC,1732001901,,Odonteleotris macrodon
OFP,1732002001,Snakehead gudgeon,Ophieleotris aporos
OFM,1732002101,,Ophiocara macrolepidota
FLR,1732002401,,Philypnodon grandiceps
NBK,1732002501,Mud sleeper,Prionobutis koilomatodon
RKL,1732002601,,Ratsirakia legendrei
TAO,1732002701,Peacock gudgeon,Tateurndina ocellicauda
TFA,1732002801,,Typhleotris madagascariensis
GBV,1732003801,Upland bully,Gobiomorphus breviceps
GBD,1732003802,Bigmouth sleeper,Gobiomorus dormitor
GBM,1732005101,Marble goby,Oxyeleotris marmorata
XYF,1732005102,Fimbriate gudgeon,Oxyeleotris fimbriata
YBD,1732005103,Sleepy cod,Oxyeleotris lineolata
MGJ,1732007201,,Mogurnda aiwasoensis
FGB,17320XXXXX,"Gudgeons, sleepers nei",Eleotridae
TFT,1732100101,Blotchcheek goby,Ctenogobius fasciatus
QZG,1732100102,,Ctenogobius lepturus
AIN,1732100201,Tropical sand goby,Acentrogobius caninus
AKD,1732100202,Day's goby,Acentrogobius dayi
NGV,1732100203,,Acentrogobius viridipunctatus
GBN,1732100303,Black goby,Gobius niger
GON,1732100304,Rock goby,Gobius paganellus
GCR,1732100306,Red-mouthed goby,Gobius cruentatus
GTR,1732100308,,Gobius strictus
GBC,1732100310,Giant goby,Gobius cobitis
GBZ,1732100311,Bellotti's goby,Gobius ater
GHB,1732100312,Bucchich's goby,Gobius bucchichi
GXF,1732100313,Sarato's goby,Gobius fallax
GWG,1732100314,Slender goby,Gobius geniporus
GWR,1732100315,Roule's goby,Gobius roulei
GWV,1732100316,Striped goby,Gobius vittatus
GWX,1732100317,Golden goby,Gobius xanthocephalus
GWD,1732100318,,Gobius rubropunctatus
GOB,17321003XX,Atlantic gobies nei,Gobius spp
FIM,1732100401,Transparent goby,Aphia minuta
ACG,1732100501,,Acanthogobius ommaturus
AWA,1732100601,,Awaous aeneofuscus
AWQ,1732100602,West African freshwater goby,Awaous lateristriga
BJO,1732100701,Frillfin goby,Bathygobius soporator
BGU,1732100702,Dusky frillgoby,Bathygobius fuscus
DVC,1732100703,,Bathygobius burtoni
DVD,1732100704,,Bathygobius casamancus
MBI,1732100801,,Amblychaeturichthys sciistius
MBU,1732100901,Pinkbar goby,Amblyeleotris aurora
JXA,1732100902,Diagonal shrimp goby,Amblyeleotris diagonalis
JXB,1732100903,Downing's shrimpgoby,Amblyeleotris downingi
JXC,1732100904,Periophthalma prawn-goby,Amblyeleotris periophthalma
JXD,1732100905,Triplespot shrimpgoby,Amblyeleotris triguttata
MBL,1732101001,Butterfly goby,Amblygobius albimaculatus
IEC,1732101002,Nocturn goby,Amblygobius nocturnus
GBI,1732101101,Sleepy goby,Glossogobius biocellatus
GOU,1732101102,Tank goby,Glossogobius giuris
GSZ,1732101201,,Gobioides africanus
GSW,1732101202,,Gobioides sagitta
GSN,1732101203,,Gobioides ansorgii
YAS,1732101301,Tusk goby,Amoya signatus
EDO,1732101401,,Pseudapocryptes borneensis
DWB,1732101402,,Pseudapocryptes elongatus
LHH,1732101501,Walking goby,Scartelaos histophorus
QDD,1732101502,Indian O. slender mudskipper,Scartelaos tenuis
URY,1732101601,Taileyed goby,Parachaeturichthys polynema
OAB,1732101701,,Pomatoschistus bathi
OBD,1732101702,Common goby,Pomatoschistus microps
OBZ,1732101703,Sand goby,Pomatoschistus minutus
KNC,1732101801,,Knipowitschia caucasica
OCB,1732101901,,Apocryptes bato
MVP,1732102001,Balboa goby,Microgobius brevispinis
EVR,1732102101,Lyre goby,Evorthodus lyricus
GBP,1732102201,Blackfin goby,Gobionellus atripinnis
GDZ,1732102202,,Gobionellus occidentalis
HGS,1732102301,Biringo,Chaenogobius castaneus
YTI,1732102401,,Cryptocentrus albidorsus
YTF,1732102402,,Cryptocentrus filifer
YRZ,1732102403,Ninebar prawn-goby,Cryptocentrus cryptocentrus
YSG,1732102404,Luther's prawn-goby,Cryptocentrus lutheri
UMH,1732102501,Slow goby,Aruma histrio
GCI,1732102601,Longjaw mudsucker,Gillichthys mirabilis
EDE,1732102701,,Pseudaphya ferreri
ONB,1732102801,Coralline goby,Odondebuenia balearica
GLG,1732103001,Guillet's goby,Lebetus guilleti
YTN,1732103101,Crystal goby,Crystallogobius linearis
HZO,1732103401,,Hazeus otakii
HSD,1732103501,,Chasmichthys dolichognathus
OUF,1732103601,,Oxyurichthys formosanus
NYW,1732103602,Frogface goby,Oxyurichthys papuensis
NYT,1732103603,,Oxyurichthys tentacularis
NYI,1732103604,Eyebrow goby,Oxyurichthys ophthalmonema
CVO,1732103701,Arrow goby,Clevelandia ios
GSC,1732103801,,Asra turcomanus
ESG,1732103901,,Eutaeniichthys gilli
AXS,1732104001,Miller's damsel,Asterropteryx ensiferus
FCQ,1732104002,Starry goby,Asterropteryx semipunctata
TBL,1732104101,,Astrabe lactisella
ULC,1732104301,,Aulopareia cyanomos
TKH,1732104601,,Trypauchen raha
QHA,1732104602,,Trypauchen vagina
ARW,1732104701,Small-eyed goby,Austrolethops wardi
EVX,1732105001,,Eviota abax
FFP,1732105002,,Eviota guttata
FFQ,1732105003,Leopard dwarfgoby,Eviota pardalota
FFR,1732105004,,Eviota sebreei
BFN,1732105101,Barbulifer,Barbulifer antennatus
EVM,1732105201,Sponge goby,Evermannichthys metzelaari
BAK,1732105401,,Barbuligobius boehlkei
NBB,1732105501,,Neogobius bathybius
NBU,1732105502,Round goby,Neogobius melanostomus
OFL,1732105801,Barfin goby,Coryphopterus alloides
OCU,1732105901,,Apocryptodon madurensis
RGB,1732106001,Amur goby,Rhinogobius brunneus
RGF,1732106002,,Rhinogobius flumineus
TKE,1732106101,,Pterogobius elapoides
BFB,1732106201,,Benthophiloides brauneri
GSI,1732106401,Naked goby,Gobiosoma bosci
BFI,1732106501,,Boleophthalmus birdsongi
BFP,1732106502,Great blue spotted mudskipper,Boleophthalmus pectinirostris
FBD,1732106503,,Boleophthalmus dussumieri
IGO,1732106601,,Stigmatogobius borneensis
LKB,1732106701,,Luciogobius albus
LBX,1732106801,,Lubricogobius exiguus
BLQ,1732106901,White-eye goby,Bollmannia boqueronensis
LKM,1732107001,,Callogobius amikami
IHP,1732107002,Doublebar goby,Callogobius bifasciatus
IHQ,1732107003,Feather goby,Callogobius plumatus
BJN,1732107201,,Brachyamblyopus anotus
FYJ,1732107202,,Brachyamblyopus brachysoma
YGA,1732107301,,Brachygobius aggregatus
TDB,1732107401,,Tridentiger barbatus
YAA,1732107601,Large whip goby,Bryaninops amplus
YBE,1732107602,Whip coral goby,Bryaninops yongei
BFR,1732107701,,Benthophilus baeri
BIF,1732107801,De Buen's goby,Buenia affinis
CBQ,1732107901,Chestnut goby,Chromogobius quadrivittatus
ZEZ,1732108001,,Zebrus zebrus
DDK,1732108101,,Didogobius kochi
AJL,1732108201,,Cabillus lacertops
GBO,1732108301,Grass goby,Zosterisessor ophiocephalus
FGH,1732108401,Agulhas goby,Caffrogobius agulhensis
MJL,1732108501,,Calamiana aliceae
GBG,1732108601,,Caragobioides geomys
SJP,1732108701,,Caspiosoma caspium
HTX,1732108801,,Chaeturichthys hexanema
HRV,1732108901,,Chiramenu fluviatilis
HBV,1732109001,,Chlamydogobius gloveri
HFP,1732109101,,Chonophorus macrorhynchus
HFS,1732109201,,Chriolepis fisheri
LGC,1732109301,,Clariger cosmurus
OGL,1732109501,,Corcyrogobius liechtensteini
OGI,1732109601,Adamson's goby,Coryogalops adamsoni
QCT,1732109602,Anomolous goby,Coryogalops anomolus
QCU,1732109603,Onespot goby,Coryogalops monospilus
QCV,1732109604,,Coryogalops tessellatus
OUU,1732109701,,Cotylopus acutipinnis
RGN,1732109801,,Cristatogobius nonatoae
RLM,1732109901,Burrowing goby,Croilia mossambica
YPB,1732110001,Arabian goby,Cryptocentroides arabicus
TGG,1732110101,Gold-streaked prawn-goby,Ctenogobiops aurocingulus
TMU,1732110201,Comb goby,Ctenotrypauchen microcephalus
DEQ,1732110301,Four-spotted goby,Deltentosteus quadrimaculatus
DPR,1732110401,Spikefin goby,Discordipinna griessingeri
DBG,1732110501,,Drombus globiceps
EBG,1732110601,,Ebomegobius goodi
EOY,1732110701,,Economidichthys pygmaeus
EGO,1732110801,,Ego zebra
EJS,1732110901,Spotback goby,Elacatinus janssi
EIC,1732111001,Cable's goby,Eleotrica cableae
EBW,1732111101,Tidewater goby,Eucyclogobius newberryi
EXE,1732111501,Mud reef-goby,Exyrias belissimus
FVA,1732111601,Blackthroat goby,Favonigobius melanobranchus
FLL,1732111701,,Flabelligobius latruncularius
FUD,1732111801,Barenape goby,Fusigobius duospilus
FUE,1732111802,,Fusigobius inframaculatus
GOZ,1732111901,,Gammogobius steinitzi
GIV,1732112001,Nineline goby,Ginsburgellus novemlineatus
GLF,1732112101,Gladiator goby,Gladiogobius ensifer
GTC,1732113001,,Gnatholepis anjerensis
GOL,1732113101,,Gobiodon acicularis
GVB,1732113102,Poison goby,Gobiodon citrinus
