"year","country","family","species","sci_name","quantity","aquaculture","post","group","year_start"
1950,"KOR","Ommastrephidae","SQJ","Todarodes pacificus",20000,0,0,0,1980
1950,"KOR","Scomberesocidae","SAP","Cololabis saira",3500,0,0,0,1980
1950,"KOR","Stromateidae","BUX","Stromateidae",500,0,0,0,1980
1950,"KOR","Trichiuridae","LHT","Trichiurus lepturus",25000,0,0,0,1980
1950,"MAR","Merlucciidae","HKE","Merluccius merluccius",1800,0,0,0,1980
1950,"MAR","Mullidae","MUX","Mullus spp",300,0,0,0,1980
1950,"MDG","Istiophoridae","SFA","Istiophorus platypterus",54,0,0,0,1980
1950,"MOZ","Ommastrephidae","SQU","Loliginidae, Ommastrephidae",100,0,0,0,1980
1950,"MYS","Ariidae","CAX","Ariidae",2000,0,0,0,1980
1950,"MYS","Leiognathidae","POY","Leiognathus spp",5000,0,0,0,1980
1950,"MYS","Nemipteridae","THB","Nemipterus spp",1000,0,0,0,1980
1950,"MYS","Trichiuridae","LHT","Trichiurus lepturus",500,0,0,0,1980
1950,"NLD","Merlucciidae","HKE","Merluccius merluccius",200,0,0,0,1980
1950,"NOR","Lophiidae","MON","Lophius piscatorius",100,0,0,0,1980
1950,"NOR","Nephropidae","LBE","Homarus gammarus",1000,0,0,0,1980
1950,"NOR","Pandalidae","PRA","Pandalus borealis",2300,0,0,0,1980
1950,"PAK","Ariidae","CAX","Ariidae",7800,0,0,0,1980
1950,"PER","Haemulidae","GRP","Isacia conceptionis",200,0,0,0,1980
1950,"PER","Xiphiidae","SWO","Xiphias gladius",6900,0,0,0,1980
1950,"PHL","Istiophoridae","BLM","Makaira indica",32,0,0,0,1980
1950,"PHL","Istiophoridae","BUM","Makaira nigricans",508,0,0,0,1980
1950,"PHL","Loliginidae","SQC","Loligo spp",5600,0,0,0,1980
1950,"PHL","Xiphiidae","SWO","Xiphias gladius",19,0,0,0,1980
1950,"PRT","Merlucciidae","HKE","Merluccius merluccius",9000,0,0,0,1980
1950,"PRT","Mullidae","MUX","Mullus spp",100,0,0,0,1980
1950,"PRT","Nephropidae","NEP","Nephrops norvegicus",100,0,0,0,1980
1950,"PRT","Ommastrephidae","SQU","Loliginidae, Ommastrephidae",400,0,0,0,1980
1950,"PRT","Trichiuridae","SFS","Lepidopus caudatus",2800,0,0,0,1980
1950,"SUN","Lithodidae","KCD","Paralithodes camtschaticus",22300,0,0,0,1980
1950,"SUN","Mullidae","MUX","Mullus spp",2200,0,0,0,1980
1950,"SUN","Ommastrephidae","SQU","Loliginidae, Ommastrephidae",100,0,0,0,1980
1950,"SWE","Lophiidae","MON","Lophius piscatorius",600,0,0,0,1980
1950,"SWE","Merlucciidae","HKE","Merluccius merluccius",1500,0,0,0,1980
1950,"SWE","Nephropidae","LBE","Homarus gammarus",200,0,0,0,1980
1950,"SWE","Nephropidae","NEP","Nephrops norvegicus",600,0,0,0,1980
1950,"SWE","Pandalidae","PRA","Pandalus borealis",700,0,0,0,1980
1950,"TUN","Merlucciidae","HKE","Merluccius merluccius",100,0,0,0,1980
1950,"TUN","Mullidae","MUX","Mullus spp",1000,0,0,0,1980
1950,"TWN","Ariidae","CAX","Ariidae",500,0,0,0,1980
1950,"TWN","Istiophoridae","BLM","Makaira indica",4000,0,0,0,1980
1950,"TWN","Stromateidae","BUX","Stromateidae",500,0,0,0,1980
1950,"TWN","Synodontidae","LIG","Saurida tumbil",1000,0,0,0,1980
1950,"TWN","Trichiuridae","LHT","Trichiurus lepturus",1000,0,0,0,1980
1950,"URY","Merlucciidae","HKP","Merluccius hubbsi",800,0,0,0,1980
1950,"USA","Ammodytidae","SAN","Ammodytes spp",58,0,0,0,1980
1950,"USA","Arcticidae","CLQ","Arctica islandica",800,0,0,0,1980
1950,"USA","Ariidae","CAX","Ariidae",358,0,0,0,1980
1950,"USA","Haemulidae","GRX","Haemulidae (=Pomadasyidae)",38,0,0,0,1980
1950,"USA","Haemulidae","PIG","Orthopristis chrysoptera",146,0,0,0,1980
1950,"USA","Lophiidae","ANG","Lophius americanus",37,0,0,0,1980
1950,"USA","Merlucciidae","HKS","Merluccius bilinearis",30533,0,0,0,1980
1950,"USA","Nephropidae","LBA","Homarus americanus",10522,0,0,0,1980
1950,"USA","Ommastrephidae","SQU","Loliginidae, Ommastrephidae",3791,0,0,0,1980
1950,"USA","Pandalidae","PRA","Pandalus borealis",49,0,0,0,1980
1950,"USA","Stromateidae","BUX","Stromateidae",2868,0,0,0,1980
1950,"USA","Stromateidae","ERP","Peprilus paru",359,0,0,0,1980
1950,"USA","Stromateidae","PPO","Peprilus simillimus",83,0,0,0,1980
1950,"USA","Xiphiidae","SWO","Xiphias gladius",425,0,0,0,1980
1950,"VEN","Haemulidae","GRX","Haemulidae (=Pomadasyidae)",2000,0,0,0,1980
1950,"VEN","Trichiuridae","LHT","Trichiurus lepturus",1000,0,0,0,1980
1950,"YUG","Loliginidae","SQC","Loligo spp",100,0,0,0,1980
1950,"YUG","Merlucciidae","HKE","Merluccius merluccius",400,0,0,0,1980
1950,"YUG","Mullidae","MUR","Mullus surmuletus",100,0,0,0,1980
1950,"YUG","Nephropidae","NEP","Nephrops norvegicus",100,0,0,0,1980
1950,"ZAF","Merlucciidae","HKC","Merluccius capensis, M.paradoxus",47600,0,0,0,1980
1951,"AGO","Haemulidae","GRX","Haemulidae (=Pomadasyidae)",200,0,0,0,1980
1951,"AGO","Merlucciidae","HKK","Merluccius capensis",300,0,0,0,1980
1951,"AGO","Trichiuridae","LHT","Trichiurus lepturus",600,0,0,0,1980
1951,"AGO","Xiphiidae","SWO","Xiphias gladius",200,0,0,0,1980
1951,"ARG","Merlucciidae","HKP","Merluccius hubbsi",19700,0,0,0,1980
1951,"ARG","Ommastrephidae","SQA","Illex argentinus",100,0,0,0,1980
1951,"BEL","Lophiidae","MNZ","Lophius spp",100,0,0,0,1980
1951,"BEL","Merlucciidae","HKE","Merluccius merluccius",200,0,0,0,1980
1951,"BEL","Nephropidae","NEP","Nephrops norvegicus",1300,0,0,0,1980
1951,"BRA","Ariidae","CAX","Ariidae",12000,0,0,0,1980
1951,"BRA","Haemulidae","BRG","Conodon nobilis",500,0,0,0,1980
1951,"BRA","Merlucciidae","HKP","Merluccius hubbsi",100,0,0,0,1980
1951,"BRA","Mullidae","MUM","Mullidae",200,0,0,0,1980
1951,"BRB","Istiophoridae","BUM","Makaira nigricans",200,0,0,0,1980
1951,"CAN","Nephropidae","LBA","Homarus americanus",22700,0,0,0,1980
1951,"CAN","Ommastrephidae","SQI","Illex illecebrosus",3200,0,0,0,1980
1951,"CAN","Xiphiidae","SWO","Xiphias gladius",1200,0,0,0,1980
1951,"CHL","Haemulidae","GRP","Isacia conceptionis",400,0,0,0,1980
1951,"CHL","Merlucciidae","PHA","Merluccius gayi",42800,0,0,0,1980
1951,"CHL","Xiphiidae","SWO","Xiphias gladius",900,0,0,0,1980
1951,"CHN","Trichiuridae","LHT","Trichiurus lepturus",186200,0,0,0,1980
1951,"CIV","Haemulidae","BUR","Pomadasys jubelini",300,0,0,0,1980
1951,"CMR","Ariidae","CAX","Ariidae",100,0,0,0,1980
1951,"CMR","Haemulidae","GRB","Brachydeuterus auritus",1000,0,0,0,1980
1951,"COL","Haemulidae","GRX","Haemulidae (=Pomadasyidae)",100,0,0,0,1980
1951,"COM","Istiophoridae","SFA","Istiophorus platypterus",6,0,0,0,1980
1951,"COM","Xiphiidae","SWO","Xiphias gladius",14,0,0,0,1980
1951,"CUB","Haemulidae","GRX","Haemulidae (=Pomadasyidae)",1000,0,0,0,1980
1951,"DEU","Lophiidae","MNZ","Lophius spp",100,0,0,0,1980
1951,"DEU","Merlucciidae","HKE","Merluccius merluccius",200,0,0,0,1980
1951,"DNK","Lophiidae","MON","Lophius piscatorius",200,0,0,0,1980
1951,"DNK","Merlucciidae","HKE","Merluccius merluccius",200,0,0,0,1980
1951,"DNK","Nephropidae","LBE","Homarus gammarus",200,0,0,0,1980
1951,"DNK","Nephropidae","NEP","Nephrops norvegicus",600,0,0,0,1980
1951,"DNK","Pandalidae","PRA","Pandalus borealis",500,0,0,0,1980
1951,"DZA","Merlucciidae","HKE","Merluccius merluccius",500,0,0,0,1980
1951,"DZA","Mullidae","MUX","Mullus spp",300,0,0,0,1980
1951,"DZA","Nephropidae","NEP","Nephrops norvegicus",100,0,0,0,1980
1951,"EGY","Mullidae","MUM","Mullidae",100,0,0,0,1980
1951,"EGY","Mullidae","MUX","Mullus spp",300,0,0,0,1980
1951,"EGY","Synodontidae","LIX","Synodontidae",400,0,0,0,1980
1951,"ESP","Loliginidae","SQC","Loligo spp",2600,0,0,0,1980
1951,"ESP","Lophiidae","MNZ","Lophius spp",2300,0,0,0,1980
1951,"ESP","Merlucciidae","HKE","Merluccius merluccius",81900,0,0,0,1980
1951,"ESP","Mullidae","MUR","Mullus surmuletus",700,0,0,0,1980
1951,"ESP","Mullidae","MUX","Mullus spp",1900,0,0,0,1980
1951,"ESP","Nephropidae","NEP","Nephrops norvegicus",2000,0,0,0,1980
1951,"ESP","Ommastrephidae","SQU","Loliginidae, Ommastrephidae",4200,0,0,0,1980
1951,"ESP","Scomberesocidae","SAU","Scomberesox saurus",1500,0,0,0,1980
1951,"ESP","Xiphiidae","SWO","Xiphias gladius",1546,0,0,0,1980
1951,"FRA","Merlucciidae","HKE","Merluccius merluccius",20300,0,0,0,1980
1951,"FRA","Nephropidae","LBE","Homarus gammarus",400,0,0,0,1980
1951,"FRA","Nephropidae","NEP","Nephrops norvegicus",3600,0,0,0,1980
1951,"GBR","Loliginidae","SQC","Loligo spp",500,0,0,0,1980
1951,"GBR","Lophiidae","MON","Lophius piscatorius",6400,0,0,0,1980
1951,"GBR","Merlucciidae","HKE","Merluccius merluccius",28500,0,0,0,1980
1951,"GBR","Nephropidae","LBE","Homarus gammarus",900,0,0,0,1980
1951,"GBR","Nephropidae","NEP","Nephrops norvegicus",100,0,0,0,1980
1951,"GRC","Merlucciidae","HKE","Merluccius merluccius",1100,0,0,0,1980
1951,"GRC","Mullidae","MUX","Mullus spp",2000,0,0,0,1980
1951,"GRL","Pandalidae","PRA","Pandalus borealis",300,0,0,0,1980
1951,"HKG","Mullidae","GOX","Upeneus spp",3000,0,0,0,1980
1951,"HKG","Nemipteridae","THB","Nemipterus spp",4000,0,0,0,1980
1951,"HKG","Ommastrephidae","SQU","Loliginidae, Ommastrephidae",300,0,0,0,1980
1951,"HKG","Stromateidae","BUX","Stromateidae",700,0,0,0,1980
1951,"HKG","Synodontidae","LIX","Synodontidae",2000,0,0,0,1980
1951,"HKG","Trichiuridae","CUT","Trichiuridae",1000,0,0,0,1980
1951,"IDN","Ariidae","CAX","Ariidae",4200,0,0,0,1980
1951,"IDN","Haemulidae","GRX","Haemulidae (=Pomadasyidae)",300,0,0,0,1980
1951,"IDN","Istiophoridae","BLM","Makaira indica",11,0,0,0,1980
1951,"IDN","Istiophoridae","BUM","Makaira nigricans",6,0,0,0,1980
1951,"IDN","Istiophoridae","MLS","Tetrapturus audax",6,0,0,0,1980
1951,"IDN","Istiophoridae","SFA","Istiophorus platypterus",23,0,0,0,1980
1951,"IDN","Leiognathidae","PON","Leiognathidae",4500,0,0,0,1980
1951,"IDN","Loliginidae","SQC","Loligo spp",2600,0,0,0,1980
1951,"IDN","Mullidae","GOX","Upeneus spp",1600,0,0,0,1980
1951,"IDN","Nemipteridae","THB","Nemipterus spp",2000,0,0,0,1980
1951,"IDN","Stromateidae","SIP","Pampus argenteus",5000,0,0,0,1980
1951,"IDN","Synodontidae","BUC","Harpadon nehereus",200,0,0,0,1980
1951,"IDN","Synodontidae","LIG","Saurida tumbil",300,0,0,0,1980
1951,"IDN","Trichiuridae","CUT","Trichiuridae",1700,0,0,0,1980
1951,"IDN","Xiphiidae","SWO","Xiphias gladius",4,0,0,0,1980
1951,"IND","Ariidae","CAX","Ariidae",18000,0,0,0,1980
1951,"IND","Istiophoridae","BLM","Makaira indica",37,0,0,0,1980
1951,"IND","Istiophoridae","SFA","Istiophorus platypterus",167,0,0,0,1980
1951,"IND","Leiognathidae","PON","Leiognathidae",14000,0,0,0,1980
1951,"IND","Stromateidae","BUX","Stromateidae",20000,0,0,0,1980
1951,"IND","Synodontidae","BUC","Harpadon nehereus",40500,0,0,0,1980
1951,"IND","Trichiuridae","CUT","Trichiuridae",55000,0,0,0,1980
1951,"IND","Xiphiidae","SWO","Xiphias gladius",23,0,0,0,1980
1951,"IRL","Merlucciidae","HKE","Merluccius merluccius",100,0,0,0,1980
1951,"IRL","Nephropidae","LBE","Homarus gammarus",100,0,0,0,1980
1951,"IRN","Istiophoridae","SFA","Istiophorus platypterus",17,0,0,0,1980
1951,"ISR","Merlucciidae","HKE","Merluccius merluccius",400,0,0,0,1980
1951,"ITA","Loliginidae","SQC","Loligo spp",2000,0,0,0,1980
1951,"ITA","Merlucciidae","HKE","Merluccius merluccius",3600,0,0,0,1980
1951,"ITA","Mullidae","MUX","Mullus spp",3000,0,0,0,1980
1951,"ITA","Nephropidae","NEP","Nephrops norvegicus",1000,0,0,0,1980
1951,"ITA","Squillidae","MTS","Squilla mantis",1000,0,0,0,1980
1951,"ITA","Xiphiidae","SWO","Xiphias gladius",1000,0,0,0,1980
1951,"JPN","Ammodytidae","PAS","Ammodytes personatus",50000,0,0,0,1980
1951,"JPN","Istiophoridae","BUM","Makaira nigricans",12800,0,0,0,1980
1951,"JPN","Lithodidae","KCS","Paralithodes spp",19500,0,0,0,1980
1951,"JPN","Ommastrephidae","SQJ","Todarodes pacificus",455800,0,0,0,1980
1951,"JPN","Ommastrephidae","SQU","Loliginidae, Ommastrephidae",42600,0,0,0,1980
1951,"JPN","Scomberesocidae","SAP","Cololabis saira",250000,0,0,0,1980
1951,"JPN","Synodontidae","LIG","Saurida tumbil",20000,0,0,0,1980
1951,"JPN","Trichiuridae","LHT","Trichiurus lepturus",10000,0,0,0,1980
1951,"JPN","Xiphiidae","SWO","Xiphias gladius",10000,0,0,0,1980
1951,"KOR","Lithodidae","KCS","Paralithodes spp",500,0,0,0,1980
1951,"KOR","Ommastrephidae","SQJ","Todarodes pacificus",24000,0,0,0,1980
1951,"KOR","Scomberesocidae","SAP","Cololabis saira",3500,0,0,0,1980
1951,"KOR","Stromateidae","BUX","Stromateidae",500,0,0,0,1980
1951,"KOR","Trichiuridae","LHT","Trichiurus lepturus",28000,0,0,0,1980
1951,"MAR","Merlucciidae","HKE","Merluccius merluccius",2400,0,0,0,1980
1951,"MAR","Mullidae","MUX","Mullus spp",100,0,0,0,1980
1951,"MDG","Istiophoridae","SFA","Istiophorus platypterus",57,0,0,0,1980
1951,"MOZ","Ommastrephidae","SQU","Loliginidae, Ommastrephidae",100,0,0,0,1980
1951,"MYS","Ariidae","CAX","Ariidae",1800,0,0,0,1980
1951,"MYS","Leiognathidae","POY","Leiognathus spp",4000,0,0,0,1980
1951,"MYS","Nemipteridae","THB","Nemipterus spp",500,0,0,0,1980
1951,"MYS","Trichiuridae","LHT","Trichiurus lepturus",500,0,0,0,1980
1951,"NLD","Merlucciidae","HKE","Merluccius merluccius",200,0,0,0,1980
1951,"NOR","Lophiidae","MON","Lophius piscatorius",100,0,0,0,1980
1951,"NOR","Nephropidae","LBE","Homarus gammarus",900,0,0,0,1980
1951,"NOR","Pandalidae","PRA","Pandalus borealis",2700,0,0,0,1980
1951,"PAK","Ariidae","CAX","Ariidae",7800,0,0,0,1980
1951,"PER","Haemulidae","GRP","Isacia conceptionis",200,0,0,0,1980
1951,"PER","Xiphiidae","SWO","Xiphias gladius",2400,0,0,0,1980
1951,"PHL","Istiophoridae","BLM","Makaira indica",34,0,0,0,1980
1951,"PHL","Istiophoridae","BUM","Makaira nigricans",539,0,0,0,1980
1951,"PHL","Loliginidae","SQC","Loligo spp",1600,0,0,0,1980
1951,"PHL","Xiphiidae","SWO","Xiphias gladius",20,0,0,0,1980
1951,"PRT","Merlucciidae","HKE","Merluccius merluccius",11200,0,0,0,1980
1951,"PRT","Mullidae","MUX","Mullus spp",100,0,0,0,1980
1951,"PRT","Nephropidae","NEP","Nephrops norvegicus",100,0,0,0,1980
1951,"PRT","Ommastrephidae","SQU","Loliginidae, Ommastrephidae",500,0,0,0,1980
1951,"PRT","Trichiuridae","SFS","Lepidopus caudatus",2700,0,0,0,1980
1951,"SUN","Lithodidae","KCD","Paralithodes camtschaticus",29400,0,0,0,1980
1951,"SUN","Mullidae","MUX","Mullus spp",1500,0,0,0,1980
1951,"SUN","Ommastrephidae","SQU","Loliginidae, Ommastrephidae",100,0,0,0,1980
1951,"SWE","Lophiidae","MON","Lophius piscatorius",100,0,0,0,1980
1951,"SWE","Merlucciidae","HKE","Merluccius merluccius",1100,0,0,0,1980
1951,"SWE","Nephropidae","LBE","Homarus gammarus",300,0,0,0,1980
1951,"SWE","Nephropidae","NEP","Nephrops norvegicus",600,0,0,0,1980
1951,"SWE","Pandalidae","PRA","Pandalus borealis",700,0,0,0,1980
1951,"TUN","Merlucciidae","HKE","Merluccius merluccius",100,0,0,0,1980
1951,"TUN","Mullidae","MUX","Mullus spp",1000,0,0,0,1980
1951,"TWN","Ariidae","CAX","Ariidae",500,0,0,0,1980
1951,"TWN","Istiophoridae","BLM","Makaira indica",5000,0,0,0,1980
1951,"TWN","Stromateidae","BUX","Stromateidae",500,0,0,0,1980
1951,"TWN","Synodontidae","LIG","Saurida tumbil",1000,0,0,0,1980
1951,"TWN","Trichiuridae","LHT","Trichiurus lepturus",1000,0,0,0,1980
1951,"URY","Merlucciidae","HKP","Merluccius hubbsi",800,0,0,0,1980
1951,"USA","Ammodytidae","SAN","Ammodytes spp",19,0,0,0,1980
1951,"USA","Arcticidae","CLQ","Arctica islandica",744,0,0,0,1980
1951,"USA","Ariidae","CAX","Ariidae",528,0,0,0,1980
1951,"USA","Haemulidae","GRX","Haemulidae (=Pomadasyidae)",111,0,0,0,1980
1951,"USA","Haemulidae","PIG","Orthopristis chrysoptera",173,0,0,0,1980
1951,"USA","Lophiidae","ANG","Lophius americanus",80,0,0,0,1980
1951,"USA","Merlucciidae","HKS","Merluccius bilinearis",54466,0,0,0,1980
1951,"USA","Nephropidae","LBA","Homarus americanus",11769,0,0,0,1980
1951,"USA","Ommastrephidae","SQU","Loliginidae, Ommastrephidae",8157,0,0,0,1980
1951,"USA","Pandalidae","PRA","Pandalus borealis",65,0,0,0,1980
1951,"USA","Stromateidae","BUX","Stromateidae",4821,0,0,0,1980
1951,"USA","Stromateidae","ERP","Peprilus paru",387,0,0,0,1980
1951,"USA","Stromateidae","PPO","Peprilus simillimus",29,0,0,0,1980
1951,"USA","Xiphiidae","SWO","Xiphias gladius",195,0,0,0,1980
1951,"VEN","Haemulidae","GRX","Haemulidae (=Pomadasyidae)",2000,0,0,0,1980
1951,"VEN","Trichiuridae","LHT","Trichiurus lepturus",1000,0,0,0,1980
1951,"YUG","Loliginidae","SQC","Loligo spp",100,0,0,0,1980
1951,"YUG","Merlucciidae","HKE","Merluccius merluccius",500,0,0,0,1980
1951,"YUG","Mullidae","MUR","Mullus surmuletus",100,0,0,0,1980
1951,"YUG","Nephropidae","NEP","Nephrops norvegicus",200,0,0,0,1980
1951,"ZAF","Merlucciidae","HKC","Merluccius capensis, M.paradoxus",59200,0,0,0,1980
1952,"AGO","Haemulidae","GRX","Haemulidae (=Pomadasyidae)",200,0,0,0,1980
